QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -10
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.2	 nc: 0.5	 nm: 0.5	 bmp: 1	 cc: 1
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.67 	ga1: 8.10 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: 0.27 	gb1: 4.16 	gb2: 0.29 	gb3: 0.15 	gb4: -0.17 	gb5: 0.56 	gb6: 0.38 	gb7: -0.47 	gb8: 0.44 	gb9: -0.61
			Robot 9 	f: -540.86 	mf: -280.40 	ga0: -4.39 	ga1: 9.53 	ga2: 0.07 	ga3: 0.01 	ga4: 0.00 	ga5: 0.00 	ga6: 0.05 	gb0: -2.63 	gb1: 6.21 	gb2: 0.18 	gb3: -0.10 	gb4: -0.36 	gb5: 0.72 	gb6: 1.53 	gb7: 0.41 	gb8: 1.64 	gb9: -1.30
			Robot 10 	f: -585.06 	mf: -221.40 	ga0: -0.52 	ga1: 5.65 	ga2: 0.00 	ga3: 0.06 	ga4: 0.03 	ga5: 0.11 	ga6: 0.03 	gb0: -0.89 	gb1: 4.23 	gb2: 0.17 	gb3: -0.04 	gb4: -0.19 	gb5: 0.84 	gb6: 1.35 	gb7: 0.33 	gb8: 1.69 	gb9: -1.29
			Robot 11 	f: 0.00 	mf: 0.00 	ga0: 0.82 	ga1: 3.64 	ga2: 0.00 	ga3: 0.10 	ga4: 0.00 	ga5: 0.01 	ga6: 0.01 	gb0: 0.33 	gb1: 2.74 	gb2: 0.07 	gb3: -0.08 	gb4: -0.34 	gb5: 0.62 	gb6: 1.52 	gb7: 0.38 	gb8: 1.65 	gb9: -1.30
			Robot 12 	f: 0.00 	mf: 0.00 	ga0: 0.83 	ga1: 9.54 	ga2: 0.01 	ga3: 0.08 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: 0.32 	gb1: 6.24 	gb2: 0.08 	gb3: -0.04 	gb4: -0.22 	gb5: 0.78 	gb6: 1.47 	gb7: 0.38 	gb8: 1.64 	gb9: -1.43
			Robot 13 	f: 0.00 	mf: 0.00 	ga0: 0.82 	ga1: 3.72 	ga2: 0.03 	ga3: 0.02 	ga4: 0.00 	ga5: 0.06 	ga6: 0.02 	gb0: 0.27 	gb1: 2.14 	gb2: 0.22 	gb3: -0.11 	gb4: -0.27 	gb5: 0.70 	gb6: 1.38 	gb7: 0.35 	gb8: 1.55 	gb9: -1.30
			Robot 14 	f: 0.00 	mf: 0.00 	ga0: 0.83 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: -0.97 	gb1: -0.18 	gb2: 0.39 	gb3: -0.40 	gb4: -0.89 	gb5: 2.11 	gb6: 4.26 	gb7: 1.05 	gb8: 4.81 	gb9: -4.02
		Population 5
			Robot 0 	f: 0.00 	mf: -239.20 	ga0: 0.49 	ga1: 7.82 	ga2: 0.01 	ga3: 0.01 	ga4: 0.00 	ga5: 0.01 	ga6: 0.00 	gb0: -0.12 	gb1: 4.88 	gb2: 0.06 	gb3: -0.12 	gb4: -0.21 	gb5: 0.64 	gb6: 1.31 	gb7: 0.39 	gb8: 1.52 	gb9: -1.28
			Robot 1 	f: -299.54 	mf: -284.40 	ga0: 0.22 	ga1: 3.64 	ga2: 0.03 	ga3: 0.06 	ga4: 0.14 	ga5: 0.03 	ga6: 0.00 	gb0: -0.36 	gb1: 3.23 	gb2: 0.18 	gb3: -0.08 	gb4: -0.15 	gb5: 0.75 	gb6: 1.31 	gb7: 0.38 	gb8: 1.53 	gb9: -1.29
			Robot 2 	f: -478.14 	mf: -266.80 	ga0: -0.71 	ga1: 6.11 	ga2: 0.00 	ga3: 0.01 	ga4: 0.00 	ga5: 0.05 	ga6: 0.00 	gb0: -1.22 	gb1: 3.56 	gb2: 0.16 	gb3: -0.20 	gb4: -0.37 	gb5: 0.63 	gb6: 1.37 	gb7: 0.24 	gb8: 1.58 	gb9: -1.40
			Robot 3 	f: 0.00 	mf: 0.00 	ga0: 0.82 	ga1: 7.55 	ga2: 0.00 	ga3: 0.02 	ga4: 0.10 	ga5: 0.03 	ga6: 0.01 	gb0: 0.15 	gb1: 4.70 	gb2: 0.22 	gb3: -0.21 	gb4: -0.21 	gb5: 0.66 	gb6: 1.38 	gb7: 0.43 	gb8: 1.52 	gb9: -1.32
			Robot 4 	f: 0.00 	mf: 0.00 	ga0: -4.59 	ga1: 9.68 	ga2: 0.07 	ga3: 0.00 	ga4: 0.00 	ga5: 0.24 	ga6: 0.02 	gb0: -2.46 	gb1: 6.44 	gb2: 0.10 	gb3: -0.12 	gb4: -0.41 	gb5: 0.72 	gb6: 1.40 	gb7: 0.37 	gb8: 1.64 	gb9: -1.27
			Robot 5 	f: -509.98 	mf: -332.40 	ga0: 0.15 	ga1: 7.43 	ga2: 0.00 	ga3: 0.05 	ga4: 0.00 	ga5: 0.05 	ga6: 0.00 	gb0: -0.37 	gb1: 4.51 	gb2: 0.23 	gb3: -0.01 	gb4: -0.28 	gb5: 0.68 	gb6: 1.50 	gb7: 0.29 	gb8: 1.62 	gb9: -1.37
			Robot 6 	f: 85.50 	mf: -184.40 	ga0: -4.70 	ga1: 8.34 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: -3.08 	gb1: 5.14 	gb2: 0.12 	gb3: -0.03 	gb4: -0.32 	gb5: 0.76 	gb6: 1.34 	gb7: 0.27 	gb8: 1.64 	gb9: -1.35
			Robot 7 	f: 0.00 	mf: -294.80 	ga0: -4.67 	ga1: 9.31 	ga2: 0.13 	ga3: 0.00 	ga4: 0.05 	ga5: 0.00 	ga6: 0.06 	gb0: -2.53 	gb1: 5.92 	gb2: 0.24 	gb3: -0.14 	gb4: -0.24 	gb5: 0.70 	gb6: 1.35 	gb7: 0.34 	gb8: 1.50 	gb9: -1.35
			Robot 8 	f: 0.00 	mf: 0.00 	ga0: 0.82 	ga1: 7.29 	ga2: 0.01 	ga3: 0.08 	ga4: 0.04 	ga5: 0.00 	ga6: 0.00 	gb0: 0.23 	gb1: 4.34 	gb2: 0.17 	gb3: -0.17 	gb4: -0.29 	gb5: 0.72 	gb6: 1.40 	gb7: 0.37 	gb8: 1.65 	gb9: -1.42
			Robot 9 	f: -560.11 	mf: -392.40 	ga0: -1.78 	ga1: 9.66 	ga2: 0.04 	ga3: 0.01 	ga4: 0.00 	ga5: 0.00 	ga6: 0.03 	gb0: -1.76 	gb1: 6.42 	gb2: 0.15 	gb3: -0.22 	gb4: -0.41 	gb5: 0.75 	gb6: 1.53 	gb7: 0.40 	gb8: 1.56 	gb9: -1.35
			Robot 10 	f: -209.16 	mf: -263.20 	ga0: 0.15 	ga1: 4.36 	ga2: 0.00 	ga3: 0.03 	ga4: 0.01 	ga5: 0.23 	ga6: 0.01 	gb0: -0.43 	gb1: 3.15 	gb2: 0.14 	gb3: -0.19 	gb4: -0.29 	gb5: 0.92 	gb6: 1.49 	gb7: 0.35 	gb8: 1.68 	gb9: -1.26
			Robot 11 	f: 0.00 	mf: 0.00 	ga0: 0.83 	ga1: 6.72 	ga2: 0.15 	ga3: 0.05 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: 0.33 	gb1: 4.00 	gb2: 0.14 	gb3: -0.17 	gb4: -0.23 	gb5: 0.69 	gb6: 1.51 	gb7: 0.44 	gb8: 1.62 	gb9: -1.40
			Robot 12 	f: 0.00 	mf: 0.00 	ga0: -4.59 	ga1: 9.67 	ga2: 0.00 	ga3: 0.04 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: -2.53 	gb1: 6.34 	gb2: 0.21 	gb3: 0.01 	gb4: -0.31 	gb5: 0.62 	gb6: 1.38 	gb7: 0.29 	gb8: 1.61 	gb9: -1.39
			Robot 13 	f: 0.00 	mf: 0.00 	ga0: 0.83 	ga1: 6.76 	ga2: 0.02 	ga3: 0.01 	ga4: 0.00 	ga5: 0.03 	ga6: 0.01 	gb0: 0.16 	gb1: 3.77 	gb2: 0.24 	gb3: -0.10 	gb4: -0.37 	gb5: 0.65 	gb6: 1.33 	gb7: 0.28 	gb8: 1.64 	gb9: -1.30
			Robot 14 	f: 0.00 	mf: 0.00 	ga0: 0.83 	ga1: 9.80 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: -0.97 	gb1: -0.18 	gb2: 0.39 	gb3: -0.40 	gb4: -0.89 	gb5: 2.11 	gb6: 4.26 	gb7: 1.05 	gb8: 4.81 	gb9: -4.02
		Population 6
			Robot 0 	f: 0.00 	mf: -239.20 	ga0: -5.52 	ga1: 6.38 	ga2: 0.19 	ga3: 0.00 	ga4: 0.21 	ga5: 0.12 	ga6: 0.04 	gb0: -3.40 	gb1: 6.00 	gb2: 0.14 	gb3: 0.01 	gb4: -0.15 	gb5: 0.34 	gb6: 0.70 	gb7: 0.22 	gb8: 0.73 	gb9: -0.58
			Robot 1 	f: 0.00 	mf: -284.40 	ga0: -2.19 	ga1: 6.66 	ga2: 0.05 	ga3: 0.03 	ga4: 0.07 	ga5: 0.13 	ga6: 0.01 	gb0: -1.81 	gb1: 5.71 	gb2: 0.16 	gb3: 0.02 	gb4: -0.11 	gb5: 0.34 	gb6: 0.72 	gb7: 0.14 	gb8: 0.81 	gb9: -0.60
			Robot 2 	f: -598.65 	mf: -386.40 	ga0: -2.65 	ga1: 7.89 	ga2: 0.04 	ga3: 0.01 	ga4: 0.00 	ga5: 0.16 	ga6: 0.01 	gb0: -2.21 	gb1: 6.41 	gb2: 0.06 	gb3: -0.11 	gb4: -0.23 	gb5: 0.36 	gb6: 0.69 	gb7: 0.10 	gb8: 0.89 	gb9: -0.71
			Robot 3 	f: 0.00 	mf: 0.00 	ga0: -1.88 	ga1: 2.81 	ga2: 0.04 	ga3: 0.01 	ga4: 0.05 	ga5: 0.13 	ga6: 0.02 	gb0: -1.52 	gb1: 4.12 	gb2: 0.02 	gb3: 0.00 	gb4: -0.05 	gb5: 0.37 	gb6: 0.71 	gb7: 0.12 	gb8: 0.71 	gb9: -0.59
			Robot 4 	f: 77.84 	mf: 15.40 	ga0: -4.59 	ga1: 9.68 	ga2: 0.07 	ga3: 0.00 	ga4: 0.00 	ga5: 0.24 	ga6: 0.02 	gb0: -2.46 	gb1: 6.44 	gb2: 0.10 	gb3: -0.12 	gb4: -0.41 	gb5: 0.72 	gb6: 1.40 	gb7: 0.37 	gb8: 1.64 	gb9: -1.27
			Robot 5 	f: 0.00 	mf: -332.40 	ga0: -2.22 	ga1: 8.56 	ga2: 0.08 	ga3: 0.03 	ga4: 0.01 	ga5: 0.34 	ga6: 0.01 	gb0: -1.75 	gb1: 6.95 	gb2: 0.04 	gb3: -0.10 	gb4: -0.18 	gb5: 0.60 	gb6: 0.83 	gb7: 0.26 	gb8: 0.79 	gb9: -0.67
			Robot 6 	f: 71.73 	mf: -170.20 	ga0: -4.70 	ga1: 8.34 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: -3.08 	gb1: 5.14 	gb2: 0.12 	gb3: -0.03 	gb4: -0.32 	gb5: 0.76 	gb6: 1.34 	gb7: 0.27 	gb8: 1.64 	gb9: -1.35
			Robot 7 	f: -514.94 	mf: -279.80 	ga0: -4.63 	ga1: 5.25 	ga2: 0.10 	ga3: 0.00 	ga4: 0.02 	ga5: 0.12 	ga6: 0.19 	gb0: -3.48 	gb1: 5.80 	gb2: 0.08 	gb3: 0.02 	gb4: -0.14 	gb5: 0.42 	gb6: 0.72 	gb7: 0.20 	gb8: 0.74 	gb9: -0.59
			Robot 8 	f: 0.00 	mf: 0.00 	ga0: -5.44 	ga1: 8.49 	ga2: 0.04 	ga3: 0.04 	ga4: 0.02 	ga5: 0.12 	ga6: 0.01 	gb0: -3.30 	gb1: 6.85 	gb2: 0.01 	gb3: -0.02 	gb4: -0.08 	gb5: 0.43 	gb6: 0.67 	gb7: 0.23 	gb8: 0.75 	gb9: -0.69
			Robot 9 	f: -571.09 	mf: -506.60 	ga0: -3.18 	ga1: 9.67 	ga2: 0.10 	ga3: 0.00 	ga4: 0.00 	ga5: 0.12 	ga6: 0.03 	gb0: -2.62 	gb1: 8.06 	gb2: 0.08 	gb3: -0.13 	gb4: -0.27 	gb5: 0.38 	gb6: 0.76 	gb7: 0.27 	gb8: 0.75 	gb9: -0.72
			Robot 10 	f: 0.00 	mf: -263.20 	ga0: -5.61 	ga1: 7.02 	ga2: 0.04 	ga3: 0.01 	ga4: 0.01 	ga5: 0.23 	ga6: 0.02 	gb0: -3.60 	gb1: 5.87 	gb2: 0.11 	gb3: -0.10 	gb4: -0.26 	gb5: 0.53 	gb6: 0.80 	gb7: 0.20 	gb8: 0.78 	gb9: -0.65
			Robot 11 	f: 0.00 	mf: 0.00 	ga0: -1.88 	ga1: 8.20 	ga2: 0.11 	ga3: 0.02 	ga4: 0.00 	ga5: 0.12 	ga6: 0.01 	gb0: -1.39 	gb1: 6.77 	gb2: 0.05 	gb3: -0.00 	gb4: -0.07 	gb5: 0.35 	gb6: 0.74 	gb7: 0.29 	gb8: 0.82 	gb9: -0.69
			Robot 12 	f: -600.02 	mf: -120.00 	ga0: -4.59 	ga1: 9.68 	ga2: 0.04 	ga3: 0.02 	ga4: 0.00 	ga5: 0.12 	ga6: 0.01 	gb0: -3.52 	gb1: 7.97 	gb2: 0.02 	gb3: -0.06 	gb4: -0.16 	gb5: 0.33 	gb6: 0.74 	gb7: 0.16 	gb8: 0.78 	gb9: -0.74
			Robot 13 	f: 0.00 	mf: 0.00 	ga0: -5.94 	ga1: 2.61 	ga2: 0.05 	ga3: 0.00 	ga4: 0.00 	ga5: 0.14 	ga6: 0.01 	gb0: -3.56 	gb1: 3.81 	gb2: 0.17 	gb3: -0.00 	gb4: -0.20 	gb5: 0.41 	gb6: 0.61 	gb7: 0.16 	gb8: 0.86 	gb9: -0.71
			Robot 14 	f: 0.00 	mf: 0.00 	ga0: -1.88 	ga1: 9.74 	ga2: 0.04 	ga3: 0.00 	ga4: 0.00 	ga5: 0.16 	ga6: 0.01 	gb0: -1.78 	gb1: 6.52 	gb2: 0.15 	gb3: -0.08 	gb4: -0.30 	gb5: 0.80 	gb6: 1.37 	gb7: 0.45 	gb8: 1.62 	gb9: -1.34
		Population 7
			Robot 0 	f: -594.80 	mf: -247.00 	ga0: -5.48 	ga1: 7.43 	ga2: 0.12 	ga3: 0.02 	ga4: 0.11 	ga5: 0.20 	ga6: 0.02 	gb0: -4.50 	gb1: 6.94 	gb2: 0.15 	gb3: 0.06 	gb4: 0.06 	gb5: 0.30 	gb6: 0.31 	gb7: 0.05 	gb8: 0.34 	gb9: -0.41
			Robot 1 	f: -512.72 	mf: -386.80 	ga0: -3.81 	ga1: 7.58 	ga2: 0.15 	ga3: 0.03 	ga4: 0.05 	ga5: 0.31 	ga6: 0.01 	gb0: -3.26 	gb1: 6.95 	gb2: 0.07 	gb3: 0.07 	gb4: 0.02 	gb5: 0.28 	gb6: 0.28 	gb7: 0.09 	gb8: 0.38 	gb9: -0.35
			Robot 2 	f: 59.53 	mf: -374.60 	ga0: -2.65 	ga1: 7.89 	ga2: 0.04 	ga3: 0.01 	ga4: 0.00 	ga5: 0.16 	ga6: 0.01 	gb0: -2.21 	gb1: 6.41 	gb2: 0.06 	gb3: -0.11 	gb4: -0.23 	gb5: 0.36 	gb6: 0.69 	gb7: 0.10 	gb8: 0.89 	gb9: -0.71
			Robot 3 	f: -518.75 	mf: -103.60 	ga0: -3.66 	ga1: 5.65 	ga2: 0.04 	ga3: 0.02 	ga4: 0.04 	ga5: 0.18 	ga6: 0.18 	gb0: -2.99 	gb1: 5.60 	gb2: -0.04 	gb3: -0.09 	gb4: -0.06 	gb5: 0.36 	gb6: 0.50 	gb7: 0.15 	gb8: 0.39 	gb9: -0.40
			Robot 4 	f: -579.90 	mf: -100.40 	ga0: -7.51 	ga1: 9.09 	ga2: 0.06 	ga3: 0.02 	ga4: 0.01 	ga5: 0.18 	ga6: 0.02 	gb0: -5.14 	gb1: 7.96 	gb2: -0.02 	gb3: -0.10 	gb4: -0.10 	gb5: 0.34 	gb6: 0.47 	gb7: 0.12 	gb8: 0.55 	gb9: -0.58
			Robot 5 	f: 77.19 	mf: -317.00 	ga0: -2.22 	ga1: 8.56 	ga2: 0.08 	ga3: 0.03 	ga4: 0.01 	ga5: 0.34 	ga6: 0.01 	gb0: -1.75 	gb1: 6.95 	gb2: 0.04 	gb3: -0.10 	gb4: -0.18 	gb5: 0.60 	gb6: 0.83 	gb7: 0.26 	gb8: 0.79 	gb9: -0.67
			Robot 6 	f: -574.93 	mf: -170.00 	ga0: -5.07 	ga1: 8.41 	ga2: 0.02 	ga3: 0.02 	ga4: 0.18 	ga5: 0.06 	ga6: 0.01 	gb0: -4.04 	gb1: 7.21 	gb2: 0.13 	gb3: -0.02 	gb4: 0.01 	gb5: 0.36 	gb6: 0.56 	gb7: 0.16 	gb8: 0.67 	gb9: -0.59
			Robot 7 	f: -504.31 	mf: -320.60 	ga0: -5.04 	ga1: 6.87 	ga2: 0.07 	ga3: 0.02 	ga4: 0.02 	ga5: 0.28 	ga6: 0.30 	gb0: -4.26 	gb1: 6.56 	gb2: -0.03 	gb3: -0.03 	gb4: -0.08 	gb5: 0.34 	gb6: 0.45 	gb7: 0.02 	gb8: 0.36 	gb9: -0.35
			Robot 8 	f: -207.19 	mf: -41.40 	ga0: -5.44 	ga1: 8.49 	ga2: 0.04 	ga3: 0.04 	ga4: 0.02 	ga5: 0.12 	ga6: 0.01 	gb0: -3.30 	gb1: 6.85 	gb2: 0.01 	gb3: -0.02 	gb4: -0.08 	gb5: 0.43 	gb6: 0.67 	gb7: 0.23 	gb8: 0.75 	gb9: -0.69
			Robot 9 	f: -595.00 	mf: -567.60 	ga0: -4.31 	ga1: 9.08 	ga2: 0.07 	ga3: 0.02 	ga4: 0.16 	ga5: 0.12 	ga6: 0.02 	gb0: -3.71 	gb1: 8.22 	gb2: 0.13 	gb3: -0.08 	gb4: -0.04 	gb5: 0.24 	gb6: 0.42 	gb7: 0.07 	gb8: 0.43 	gb9: -0.40
			Robot 10 	f: -483.70 	mf: -359.80 	ga0: -5.52 	ga1: 7.75 	ga2: 0.04 	ga3: 0.03 	ga4: 0.01 	ga5: 0.18 	ga6: 0.01 	gb0: -4.44 	gb1: 7.02 	gb2: 0.13 	gb3: 0.00 	gb4: -0.02 	gb5: 0.28 	gb6: 0.31 	gb7: 0.04 	gb8: 0.31 	gb9: -0.36
			Robot 11 	f: -516.46 	mf: -103.20 	ga0: -3.66 	ga1: 8.34 	ga2: 0.08 	ga3: 0.03 	ga4: 0.01 	ga5: 0.12 	ga6: 0.01 	gb0: -2.94 	gb1: 7.51 	gb2: 0.15 	gb3: 0.03 	gb4: -0.05 	gb5: 0.26 	gb6: 0.39 	gb7: 0.17 	gb8: 0.46 	gb9: -0.31
			Robot 12 	f: -1172.34 	mf: -354.40 	ga0: -5.01 	ga1: 9.08 	ga2: 0.04 	ga3: 0.19 	ga4: 0.01 	ga5: 0.12 	ga6: 0.01 	gb0: -4.25 	gb1: 8.25 	gb2: 0.10 	gb3: 0.07 	gb4: -0.02 	gb5: 0.16 	gb6: 0.30 	gb7: 0.03 	gb8: 0.28 	gb9: -0.27
			Robot 13 	f: -544.29 	mf: -108.80 	ga0: -5.69 	ga1: 5.55 	ga2: 0.04 	ga3: 0.02 	ga4: 0.01 	ga5: 0.13 	ga6: 0.01 	gb0: -4.58 	gb1: 5.50 	gb2: 0.13 	gb3: 0.09 	gb4: -0.07 	gb5: 0.24 	gb6: 0.23 	gb7: 0.19 	gb8: 0.44 	gb9: -0.33
			Robot 14 	f: -537.83 	mf: -107.40 	ga0: -3.66 	ga1: 9.11 	ga2: 0.04 	ga3: 0.02 	ga4: 0.01 	ga5: 0.14 	ga6: 0.03 	gb0: -3.07 	gb1: 7.84 	gb2: -0.02 	gb3: 0.04 	gb4: -0.19 	gb5: 0.44 	gb6: 0.54 	gb7: 0.24 	gb8: 0.56 	gb9: -0.58
		Population 8
			Robot 0 	f: -577.97 	mf: -261.40 	ga0: -5.46 	ga1: 1.98 	ga2: 0.08 	ga3: 0.03 	ga4: 0.07 	ga5: 0.16 	ga6: 0.12 	gb0: -4.75 	gb1: 4.41 	gb2: 0.15 	gb3: 0.06 	gb4: -0.05 	gb5: 0.21 	gb6: 0.39 	gb7: 0.15 	gb8: 1.12 	gb9: -0.84
			Robot 1 	f: -528.11 	mf: -379.40 	ga0: -4.63 	ga1: 8.03 	ga2: 0.10 	ga3: 0.20 	ga4: 0.03 	ga5: 0.22 	ga6: 0.01 	gb0: -4.05 	gb1: 7.38 	gb2: 0.06 	gb3: 0.05 	gb4: 0.05 	gb5: 0.32 	gb6: 0.15 	gb7: 0.08 	gb8: 1.00 	gb9: -0.97
			Robot 2 	f: -575.95 	mf: -436.60 	ga0: -4.04 	ga1: 8.19 	ga2: 0.04 	ga3: 0.24 	ga4: 0.01 	ga5: 0.14 	ga6: 0.01 	gb0: -3.37 	gb1: 7.34 	gb2: 0.08 	gb3: 0.10 	gb4: -0.01 	gb5: 0.26 	gb6: 0.31 	gb7: 0.06 	gb8: 1.15 	gb9: -1.05
			Robot 3 	f: -580.44 	mf: -219.60 	ga0: -4.55 	ga1: 7.07 	ga2: 0.04 	ga3: 0.03 	ga4: 0.09 	ga5: 0.15 	ga6: 0.10 	gb0: -3.76 	gb1: 6.63 	gb2: -0.06 	gb3: -0.11 	gb4: -0.01 	gb5: 0.26 	gb6: 0.38 	gb7: 0.01 	gb8: 0.99 	gb9: -0.90
			Robot 4 	f: -559.18 	mf: -212.20 	ga0: -6.47 	ga1: 8.79 	ga2: 0.05 	ga3: 0.03 	ga4: 0.01 	ga5: 0.35 	ga6: 0.01 	gb0: -5.32 	gb1: 8.17 	gb2: -0.03 	gb3: 0.08 	gb4: -0.12 	gb5: 0.36 	gb6: 0.38 	gb7: 0.17 	gb8: 1.12 	gb9: -0.90
			Robot 5 	f: -543.49 	mf: -308.20 	ga0: -6.91 	ga1: 8.52 	ga2: 0.20 	ga3: 0.03 	ga4: 0.01 	ga5: 0.23 	ga6: 0.01 	gb0: -4.72 	gb1: 7.72 	gb2: 0.04 	gb3: -0.08 	gb4: 0.01 	gb5: 0.33 	gb6: 0.39 	gb7: 0.03 	gb8: 1.12 	gb9: -0.98
			Robot 6 	f: 40.88 	mf: -174.60 	ga0: -5.07 	ga1: 8.41 	ga2: 0.02 	ga3: 0.02 	ga4: 0.18 	ga5: 0.06 	ga6: 0.01 	gb0: -4.04 	gb1: 7.21 	gb2: 0.13 	gb3: -0.02 	gb4: 0.01 	gb5: 0.36 	gb6: 0.56 	gb7: 0.16 	gb8: 0.67 	gb9: -0.59
			Robot 7 	f: -216.91 	mf: -246.80 	ga0: -5.24 	ga1: 3.84 	ga2: 0.06 	ga3: 0.03 	ga4: 0.02 	ga5: 0.20 	ga6: 0.16 	gb0: -4.44 	gb1: 5.34 	gb2: -0.02 	gb3: 0.04 	gb4: 0.04 	gb5: 0.21 	gb6: 0.28 	gb7: 0.14 	gb8: 0.97 	gb9: -0.87
			Robot 8 	f: -554.93 	mf: -152.20 	ga0: -5.44 	ga1: 8.49 	ga2: 0.04 	ga3: 0.04 	ga4: 0.02 	ga5: 0.12 	ga6: 0.01 	gb0: -3.30 	gb1: 6.85 	gb2: 0.01 	gb3: -0.02 	gb4: -0.08 	gb5: 0.43 	gb6: 0.67 	gb7: 0.23 	gb8: 0.75 	gb9: -0.69
			Robot 9 	f: -495.14 	mf: -552.00 	ga0: -6.94 	ga1: 8.78 	ga2: 0.06 	ga3: 0.03 	ga4: 0.09 	ga5: 0.12 	ga6: 0.02 	gb0: -5.14 	gb1: 8.17 	gb2: 0.07 	gb3: -0.06 	gb4: -0.07 	gb5: 0.31 	gb6: 0.23 	gb7: -0.03 	gb8: 0.99 	gb9: -0.87
			Robot 10 	f: -590.88 	mf: -373.40 	ga0: -5.48 	ga1: 6.06 	ga2: 0.07 	ga3: 0.19 	ga4: 0.02 	ga5: 0.29 	ga6: 0.01 	gb0: -4.67 	gb1: 6.58 	gb2: 0.17 	gb3: 0.17 	gb4: 0.00 	gb5: 0.23 	gb6: 0.26 	gb7: 0.02 	gb8: 1.13 	gb9: -0.95
			Robot 11 	f: -537.57 	mf: -210.60 	ga0: -4.55 	ga1: 8.42 	ga2: 0.06 	ga3: 0.03 	ga4: 0.02 	ga5: 0.12 	ga6: 0.01 	gb0: -3.86 	gb1: 7.79 	gb2: -0.01 	gb3: -0.02 	gb4: -0.06 	gb5: 0.20 	gb6: 0.35 	gb7: 0.01 	gb8: 1.11 	gb9: -0.98
			Robot 12 	f: -580.77 	mf: -470.40 	ga0: -5.23 	ga1: 2.39 	ga2: 0.13 	ga3: 0.11 	ga4: 0.02 	ga5: 0.12 	ga6: 0.01 	gb0: -4.49 	gb1: 5.02 	gb2: 0.12 	gb3: 0.04 	gb4: 0.04 	gb5: 0.23 	gb6: 0.29 	gb7: 0.01 	gb8: 1.07 	gb9: -0.80
			Robot 13 	f: -581.28 	mf: -225.00 	ga0: -5.57 	ga1: 7.02 	ga2: 0.24 	ga3: 0.03 	ga4: 0.01 	ga5: 0.12 	ga6: 0.01 	gb0: -4.66 	gb1: 6.53 	gb2: 0.20 	gb3: -0.06 	gb4: 0.04 	gb5: 0.27 	gb6: 0.15 	gb7: 0.13 	gb8: 1.00 	gb9: -0.98
			Robot 14 	f: -544.09 	mf: -216.20 	ga0: -4.55 	ga1: 8.80 	ga2: 0.04 	ga3: 0.03 	ga4: 0.01 	ga5: 0.13 	ga6: 0.02 	gb0: -3.87 	gb1: 8.09 	gb2: 0.06 	gb3: 0.06 	gb4: -0.10 	gb5: 0.26 	gb6: 0.25 	gb7: 0.09 	gb8: 1.10 	gb9: -1.06
		Population 9
			Robot 0 	f: -559.95 	mf: -346.00 	ga0: -5.45 	ga1: 4.12 	ga2: 0.21 	ga3: 0.03 	ga4: 0.27 	ga5: 0.14 	ga6: 0.06 	gb0: -4.67 	gb1: 4.91 	gb2: 0.23 	gb3: 0.07 	gb4: 0.17 	gb5: 0.17 	gb6: 0.25 	gb7: 0.09 	gb8: 1.23 	gb9: -1.00
			Robot 1 	f: -480.95 	mf: -363.80 	ga0: -7.02 	ga1: 8.26 	ga2: 0.07 	ga3: 0.17 	ga4: 0.03 	ga5: 0.21 	ga6: 0.01 	gb0: -5.38 	gb1: 7.64 	gb2: 0.12 	gb3: 0.10 	gb4: 0.07 	gb5: 0.37 	gb6: 0.14 	gb7: 0.06 	gb8: 1.26 	gb9: -1.03
			Robot 2 	f: -578.83 	mf: -434.00 	ga0: -4.74 	ga1: 3.67 	ga2: 0.04 	ga3: 0.14 	ga4: 0.01 	ga5: 0.13 	ga6: 0.01 	gb0: -4.05 	gb1: 5.30 	gb2: -0.00 	gb3: -0.01 	gb4: 0.05 	gb5: 0.16 	gb6: 0.30 	gb7: 0.12 	gb8: 1.23 	gb9: -1.14
			Robot 3 	f: -586.69 	mf: -336.80 	ga0: -7.50 	ga1: 3.39 	ga2: 0.04 	ga3: 0.22 	ga4: 0.05 	ga5: 0.30 	ga6: 0.08 	gb0: -5.55 	gb1: 5.04 	gb2: 0.08 	gb3: 0.07 	gb4: 0.06 	gb5: 0.24 	gb6: 0.30 	gb7: 0.08 	gb8: 1.24 	gb9: -0.99
