QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -100
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.4	 nc: 0.5	 nm: 0.2	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.62 	ga1: 2.55 	ga2: 0.00 	ga3: 0.08 	ga4: 0.06 	ga5: 0.00 	ga6: 0.00 	gb0: 0.59 	gb1: 0.67 	gb2: 0.26 	gb3: 0.25 	gb4: 0.33 	gb5: -0.70 	gb6: 1.02 	gb7: 1.43 	gb8: 3.95 	gb9: -1.57
			Robot 9 	f: 0.00 	mf: 0.00 	ga0: 0.78 	ga1: 1.54 	ga2: 0.10 	ga3: 0.23 	ga4: 0.12 	ga5: 0.08 	ga6: 0.32 	gb0: 0.20 	gb1: 0.57 	gb2: 0.62 	gb3: 0.67 	gb4: 0.58 	gb5: -0.31 	gb6: -2.53 	gb7: 3.31 	gb8: -1.13 	gb9: 2.24
			Robot 10 	f: 0.00 	mf: 0.00 	ga0: 0.64 	ga1: 1.09 	ga2: 0.05 	ga3: 0.31 	ga4: 0.02 	ga5: 0.01 	ga6: 0.54 	gb0: 0.52 	gb1: 0.51 	gb2: 0.21 	gb3: 0.65 	gb4: 0.66 	gb5: 1.59 	gb6: -2.65 	gb7: 0.47 	gb8: 1.67 	gb9: 2.39
			Robot 11 	f: 0.00 	mf: 0.00 	ga0: 0.46 	ga1: 1.16 	ga2: 0.12 	ga3: 0.11 	ga4: 0.14 	ga5: 0.01 	ga6: 0.51 	gb0: 0.40 	gb1: 0.81 	gb2: 0.28 	gb3: 0.43 	gb4: 0.60 	gb5: -0.59 	gb6: -2.04 	gb7: 0.65 	gb8: 0.36 	gb9: -1.28
			Robot 12 	f: 276.18 	mf: 55.20 	ga0: 0.65 	ga1: 1.13 	ga2: 0.10 	ga3: 0.02 	ga4: 0.05 	ga5: 0.03 	ga6: 0.44 	gb0: 0.30 	gb1: 0.64 	gb2: 0.31 	gb3: 0.57 	gb4: 0.62 	gb5: 1.00 	gb6: -0.07 	gb7: 1.64 	gb8: -0.85 	gb9: -0.96
			Robot 13 	f: 0.00 	mf: 0.00 	ga0: 0.66 	ga1: 1.34 	ga2: 0.22 	ga3: 0.04 	ga4: 0.02 	ga5: 0.13 	ga6: 0.32 	gb0: 0.60 	gb1: 0.57 	gb2: 0.56 	gb3: 0.38 	gb4: 0.31 	gb5: 2.27 	gb6: -2.25 	gb7: -1.79 	gb8: -1.75 	gb9: 0.26
			Robot 14 	f: 0.00 	mf: 0.00 	ga0: 0.48 	ga1: 0.76 	ga2: 0.05 	ga3: 0.15 	ga4: 0.09 	ga5: 0.02 	ga6: 0.31 	gb0: 0.59 	gb1: 0.55 	gb2: 0.35 	gb3: 0.61 	gb4: 0.44 	gb5: 2.45 	gb6: 1.92 	gb7: -0.17 	gb8: -0.28 	gb9: 1.58
		Population 5
			Robot 0 	f: 7.89 	mf: 1.40 	ga0: 0.33 	ga1: 1.98 	ga2: 0.21 	ga3: 0.03 	ga4: 0.17 	ga5: 0.22 	ga6: 0.59 	gb0: 0.21 	gb1: 0.69 	gb2: 0.19 	gb3: 0.54 	gb4: 0.67 	gb5: -0.76 	gb6: -2.60 	gb7: 0.04 	gb8: 0.85 	gb9: -0.42
			Robot 1 	f: 20.93 	mf: 4.00 	ga0: 0.64 	ga1: 0.95 	ga2: 0.05 	ga3: 0.13 	ga4: 0.05 	ga5: 0.28 	ga6: 0.50 	gb0: 0.54 	gb1: 0.56 	gb2: 0.41 	gb3: 0.70 	gb4: 0.39 	gb5: -0.64 	gb6: -1.82 	gb7: -2.20 	gb8: -0.79 	gb9: -1.04
			Robot 2 	f: 27.52 	mf: 5.40 	ga0: 0.69 	ga1: 1.10 	ga2: 0.25 	ga3: 0.18 	ga4: 0.30 	ga5: 0.16 	ga6: 0.46 	gb0: 0.32 	gb1: 0.65 	gb2: 0.47 	gb3: 0.29 	gb4: 0.39 	gb5: 1.25 	gb6: 1.86 	gb7: -1.24 	gb8: -0.73 	gb9: -1.95
			Robot 3 	f: 65.76 	mf: 22.80 	ga0: 0.63 	ga1: 1.49 	ga2: 0.05 	ga3: 0.01 	ga4: 0.02 	ga5: 0.01 	ga6: 0.39 	gb0: 0.31 	gb1: 0.35 	gb2: 0.58 	gb3: 0.85 	gb4: 0.31 	gb5: -1.36 	gb6: -0.13 	gb7: 3.11 	gb8: 1.44 	gb9: 2.26
			Robot 4 	f: 0.00 	mf: 0.00 	ga0: 0.70 	ga1: 1.05 	ga2: 0.34 	ga3: 0.02 	ga4: 0.10 	ga5: 0.19 	ga6: 0.38 	gb0: 0.39 	gb1: 0.33 	gb2: 0.38 	gb3: 0.66 	gb4: 0.49 	gb5: -1.51 	gb6: 1.96 	gb7: 2.71 	gb8: -2.00 	gb9: 1.93
			Robot 5 	f: 0.00 	mf: 0.00 	ga0: 0.34 	ga1: 2.79 	ga2: 0.11 	ga3: 0.27 	ga4: 0.10 	ga5: 0.20 	ga6: 0.39 	gb0: 0.60 	gb1: 0.59 	gb2: 0.52 	gb3: 0.46 	gb4: 0.50 	gb5: -0.54 	gb6: 2.03 	gb7: 0.49 	gb8: -1.75 	gb9: -1.96
			Robot 6 	f: 54.17 	mf: 10.80 	ga0: 0.63 	ga1: 1.81 	ga2: 0.17 	ga3: 0.04 	ga4: 0.11 	ga5: 0.13 	ga6: 0.39 	gb0: 0.28 	gb1: 0.76 	gb2: 0.44 	gb3: 0.50 	gb4: 0.31 	gb5: 0.81 	gb6: -1.34 	gb7: 2.61 	gb8: 1.51 	gb9: -2.31
			Robot 7 	f: 0.00 	mf: 0.00 	ga0: 0.81 	ga1: 1.08 	ga2: 0.30 	ga3: 0.09 	ga4: 0.22 	ga5: 0.02 	ga6: 0.46 	gb0: 0.70 	gb1: 0.34 	gb2: 0.49 	gb3: 0.57 	gb4: 0.70 	gb5: 1.78 	gb6: -0.66 	gb7: -0.71 	gb8: 0.15 	gb9: 0.49
			Robot 8 	f: 0.00 	mf: 0.00 	ga0: 0.69 	ga1: 2.62 	ga2: 0.30 	ga3: 0.03 	ga4: 0.08 	ga5: 0.05 	ga6: 0.62 	gb0: 0.35 	gb1: 0.69 	gb2: 0.48 	gb3: 0.62 	gb4: 0.38 	gb5: 1.81 	gb6: -0.47 	gb7: 2.27 	gb8: -0.42 	gb9: 1.46
			Robot 9 	f: 0.00 	mf: 0.00 	ga0: 0.71 	ga1: 1.34 	ga2: 0.10 	ga3: 0.28 	ga4: 0.08 	ga5: 0.05 	ga6: 0.38 	gb0: 0.50 	gb1: 0.53 	gb2: 0.47 	gb3: 0.81 	gb4: 0.54 	gb5: 1.68 	gb6: -1.07 	gb7: 2.59 	gb8: -2.33 	gb9: 1.38
			Robot 10 	f: 11.82 	mf: 2.20 	ga0: 0.65 	ga1: 2.05 	ga2: 0.26 	ga3: 0.17 	ga4: 0.27 	ga5: 0.02 	ga6: 0.49 	gb0: 0.31 	gb1: 0.48 	gb2: 0.49 	gb3: 0.54 	gb4: 0.32 	gb5: 0.81 	gb6: -2.02 	gb7: 1.67 	gb8: 2.12 	gb9: -1.20
			Robot 11 	f: -53.04 	mf: -10.60 	ga0: 0.55 	ga1: 1.14 	ga2: 0.11 	ga3: 0.07 	ga4: 0.28 	ga5: 0.16 	ga6: 0.47 	gb0: 0.35 	gb1: 0.82 	gb2: 0.17 	gb3: 0.34 	gb4: 0.73 	gb5: 0.18 	gb6: -0.75 	gb7: 1.03 	gb8: -0.93 	gb9: 1.70
			Robot 12 	f: 17.22 	mf: 58.60 	ga0: 0.65 	ga1: 1.13 	ga2: 0.10 	ga3: 0.02 	ga4: 0.05 	ga5: 0.03 	ga6: 0.44 	gb0: 0.30 	gb1: 0.64 	gb2: 0.31 	gb3: 0.57 	gb4: 0.62 	gb5: 1.00 	gb6: -0.07 	gb7: 1.64 	gb8: -0.85 	gb9: -0.96
			Robot 13 	f: 0.00 	mf: 0.00 	ga0: 0.65 	ga1: 1.24 	ga2: 0.23 	ga3: 0.03 	ga4: 0.04 	ga5: 0.08 	ga6: 0.40 	gb0: 0.45 	gb1: 0.51 	gb2: 0.44 	gb3: 0.71 	gb4: 0.49 	gb5: 2.47 	gb6: 1.64 	gb7: -2.48 	gb8: 1.21 	gb9: -2.44
			Robot 14 	f: 0.00 	mf: 0.00 	ga0: 0.56 	ga1: 1.97 	ga2: 0.24 	ga3: 0.09 	ga4: 0.07 	ga5: 0.06 	ga6: 0.37 	gb0: 0.68 	gb1: 0.36 	gb2: 0.60 	gb3: 0.51 	gb4: 0.45 	gb5: 1.62 	gb6: 0.31 	gb7: 2.68 	gb8: 0.79 	gb9: -1.70
		Population 6
			Robot 0 	f: 42.92 	mf: 9.80 	ga0: 0.33 	ga1: 1.98 	ga2: 0.21 	ga3: 0.03 	ga4: 0.17 	ga5: 0.22 	ga6: 0.59 	gb0: 0.21 	gb1: 0.69 	gb2: 0.19 	gb3: 0.54 	gb4: 0.67 	gb5: -0.76 	gb6: -2.60 	gb7: 0.04 	gb8: 0.85 	gb9: -0.42
			Robot 1 	f: 70.77 	mf: 18.00 	ga0: 0.64 	ga1: 0.95 	ga2: 0.05 	ga3: 0.13 	ga4: 0.05 	ga5: 0.28 	ga6: 0.50 	gb0: 0.54 	gb1: 0.56 	gb2: 0.41 	gb3: 0.70 	gb4: 0.39 	gb5: -0.64 	gb6: -1.82 	gb7: -2.20 	gb8: -0.79 	gb9: -1.04
			Robot 2 	f: 64.61 	mf: 18.20 	ga0: 0.69 	ga1: 1.10 	ga2: 0.25 	ga3: 0.18 	ga4: 0.30 	ga5: 0.16 	ga6: 0.46 	gb0: 0.32 	gb1: 0.65 	gb2: 0.47 	gb3: 0.29 	gb4: 0.39 	gb5: 1.25 	gb6: 1.86 	gb7: -1.24 	gb8: -0.73 	gb9: -1.95
			Robot 3 	f: -0.50 	mf: 22.80 	ga0: 0.82 	ga1: 1.31 	ga2: 0.08 	ga3: 0.02 	ga4: 0.04 	ga5: 0.05 	ga6: 0.65 	gb0: 0.21 	gb1: 0.47 	gb2: 0.53 	gb3: 0.55 	gb4: 0.70 	gb5: 0.87 	gb6: 1.22 	gb7: 3.27 	gb8: -1.14 	gb9: -1.81
			Robot 4 	f: 63.91 	mf: 12.60 	ga0: 0.70 	ga1: 1.05 	ga2: 0.34 	ga3: 0.02 	ga4: 0.10 	ga5: 0.19 	ga6: 0.38 	gb0: 0.39 	gb1: 0.33 	gb2: 0.38 	gb3: 0.66 	gb4: 0.49 	gb5: -1.51 	gb6: 1.96 	gb7: 2.71 	gb8: -2.00 	gb9: 1.93
			Robot 5 	f: 0.55 	mf: 0.00 	ga0: 0.75 	ga1: 1.96 	ga2: 0.23 	ga3: 0.15 	ga4: 0.07 	ga5: 0.18 	ga6: 0.41 	gb0: 0.26 	gb1: 0.59 	gb2: 0.65 	gb3: 0.61 	gb4: 0.32 	gb5: -0.01 	gb6: -0.28 	gb7: 1.64 	gb8: -2.99 	gb9: 1.41
			Robot 6 	f: 128.21 	mf: 36.40 	ga0: 0.63 	ga1: 1.81 	ga2: 0.17 	ga3: 0.04 	ga4: 0.11 	ga5: 0.13 	ga6: 0.39 	gb0: 0.28 	gb1: 0.76 	gb2: 0.44 	gb3: 0.50 	gb4: 0.31 	gb5: 0.81 	gb6: -1.34 	gb7: 2.61 	gb8: 1.51 	gb9: -2.31
			Robot 7 	f: 32.75 	mf: 6.40 	ga0: 0.73 	ga1: 1.10 	ga2: 0.35 	ga3: 0.15 	ga4: 0.34 	ga5: 0.02 	ga6: 0.53 	gb0: 0.46 	gb1: 0.49 	gb2: 0.45 	gb3: 0.44 	gb4: 0.45 	gb5: 2.16 	gb6: 1.25 	gb7: -1.24 	gb8: -2.14 	gb9: 0.90
			Robot 8 	f: -2787.33 	mf: -557.40 	ga0: 0.67 	ga1: 1.87 	ga2: 0.20 	ga3: 0.14 	ga4: 0.06 	ga5: 0.27 	ga6: 0.53 	gb0: 0.47 	gb1: 0.66 	gb2: 0.43 	gb3: 0.72 	gb4: 0.73 	gb5: -0.12 	gb6: 0.64 	gb7: -0.17 	gb8: -2.43 	gb9: -0.41
			Robot 9 	f: 27.43 	mf: 5.40 	ga0: 0.68 	ga1: 1.23 	ga2: 0.29 	ga3: 0.15 	ga4: 0.07 	ga5: 0.04 	ga6: 0.43 	gb0: 0.33 	gb1: 0.78 	gb2: 0.23 	gb3: 0.79 	gb4: 0.36 	gb5: 1.17 	gb6: -0.39 	gb7: 2.49 	gb8: 1.30 	gb9: -1.57
			Robot 10 	f: 18.41 	mf: 5.80 	ga0: 0.65 	ga1: 1.59 	ga2: 0.18 	ga3: 0.09 	ga4: 0.16 	ga5: 0.02 	ga6: 0.56 	gb0: 0.26 	gb1: 0.69 	gb2: 0.51 	gb3: 0.59 	gb4: 0.62 	gb5: 1.45 	gb6: -0.00 	gb7: 3.21 	gb8: -0.60 	gb9: 1.82
			Robot 11 	f: 7.10 	mf: -9.20 	ga0: 0.60 	ga1: 1.07 	ga2: 0.10 	ga3: 0.04 	ga4: 0.31 	ga5: 0.18 	ga6: 0.45 	gb0: 0.43 	gb1: 0.77 	gb2: 0.39 	gb3: 0.61 	gb4: 0.64 	gb5: 1.82 	gb6: 0.53 	gb7: -1.22 	gb8: 1.07 	gb9: 2.45
			Robot 12 	f: 39.33 	mf: 66.40 	ga0: 0.65 	ga1: 1.13 	ga2: 0.10 	ga3: 0.02 	ga4: 0.05 	ga5: 0.03 	ga6: 0.44 	gb0: 0.30 	gb1: 0.64 	gb2: 0.31 	gb3: 0.57 	gb4: 0.62 	gb5: 1.00 	gb6: -0.07 	gb7: 1.64 	gb8: -0.85 	gb9: -0.96
			Robot 13 	f: 44.65 	mf: 8.80 	ga0: 0.65 	ga1: 1.24 	ga2: 0.23 	ga3: 0.03 	ga4: 0.04 	ga5: 0.08 	ga6: 0.40 	gb0: 0.45 	gb1: 0.51 	gb2: 0.44 	gb3: 0.71 	gb4: 0.49 	gb5: 2.47 	gb6: 1.64 	gb7: -2.48 	gb8: 1.21 	gb9: -2.44
			Robot 14 	f: 17.12 	mf: 3.40 	ga0: 0.60 	ga1: 1.55 	ga2: 0.17 	ga3: 0.26 	ga4: 0.06 	ga5: 0.28 	ga6: 0.40 	gb0: 0.36 	gb1: 0.59 	gb2: 0.53 	gb3: 0.76 	gb4: 0.35 	gb5: 2.04 	gb6: -2.04 	gb7: 0.86 	gb8: -1.22 	gb9: -2.10
		Population 7
			Robot 0 	f: 20.25 	mf: 13.80 	ga0: 0.49 	ga1: 1.56 	ga2: 0.15 	ga3: 0.03 	ga4: 0.11 	ga5: 0.12 	ga6: 0.62 	gb0: 0.48 	gb1: 0.36 	gb2: 0.54 	gb3: 0.34 	gb4: 0.60 	gb5: -1.89 	gb6: -3.04 	gb7: -1.33 	gb8: 1.73 	gb9: -2.45
			Robot 1 	f: -2456.88 	mf: -473.20 	ga0: 0.65 	ga1: 1.04 	ga2: 0.07 	ga3: 0.30 	ga4: 0.05 	ga5: 0.15 	ga6: 0.47 	gb0: 0.70 	gb1: 0.45 	gb2: 0.39 	gb3: 0.54 	gb4: 0.46 	gb5: 0.88 	gb6: 1.99 	gb7: -0.84 	gb8: -0.36 	gb9: -0.35
			Robot 2 	f: 192.16 	mf: 56.60 	ga0: 0.69 	ga1: 1.10 	ga2: 0.25 	ga3: 0.18 	ga4: 0.30 	ga5: 0.16 	ga6: 0.46 	gb0: 0.32 	gb1: 0.65 	gb2: 0.47 	gb3: 0.29 	gb4: 0.39 	gb5: 1.25 	gb6: 1.86 	gb7: -1.24 	gb8: -0.73 	gb9: -1.95
			Robot 3 	f: 16.03 	mf: 26.00 	ga0: 0.73 	ga1: 1.22 	ga2: 0.30 	ga3: 0.02 	ga4: 0.06 	ga5: 0.04 	ga6: 0.54 	gb0: 0.28 	gb1: 0.41 	gb2: 0.68 	gb3: 0.33 	gb4: 0.58 	gb5: 0.40 	gb6: 0.43 	gb7: 2.60 	gb8: -1.58 	gb9: 1.14
			Robot 4 	f: 31.55 	mf: 18.80 	ga0: 0.70 	ga1: 1.05 	ga2: 0.34 	ga3: 0.02 	ga4: 0.10 	ga5: 0.19 	ga6: 0.38 	gb0: 0.39 	gb1: 0.33 	gb2: 0.38 	gb3: 0.66 	gb4: 0.49 	gb5: -1.51 	gb6: 1.96 	gb7: 2.71 	gb8: -2.00 	gb9: 1.93
			Robot 5 	f: 16.29 	mf: 3.20 	ga0: 0.70 	ga1: 2.27 	ga2: 0.27 	ga3: 0.08 	ga4: 0.21 	ga5: 0.24 	ga6: 0.42 	gb0: 0.33 	gb1: 0.79 	gb2: 0.27 	gb3: 0.77 	gb4: 0.44 	gb5: -1.62 	gb6: 1.08 	gb7: -1.19 	gb8: 1.06 	gb9: 0.02
			Robot 6 	f: -18.46 	mf: 32.80 	ga0: 0.82 	ga1: 1.23 	ga2: 0.21 	ga3: 0.03 	ga4: 0.32 	ga5: 0.08 	ga6: 0.55 	gb0: 0.19 	gb1: 0.46 	gb2: 0.68 	gb3: 0.64 	gb4: 0.68 	gb5: 1.85 	gb6: -2.44 	gb7: 0.15 	gb8: 1.54 	gb9: 1.54
			Robot 7 	f: 46.62 	mf: 15.60 	ga0: 0.73 	ga1: 1.10 	ga2: 0.35 	ga3: 0.15 	ga4: 0.34 	ga5: 0.02 	ga6: 0.53 	gb0: 0.46 	gb1: 0.49 	gb2: 0.45 	gb3: 0.44 	gb4: 0.45 	gb5: 2.16 	gb6: 1.25 	gb7: -1.24 	gb8: -2.14 	gb9: 0.90
			Robot 8 	f: 34.34 	mf: -550.60 	ga0: 0.67 	ga1: 1.87 	ga2: 0.20 	ga3: 0.14 	ga4: 0.06 	ga5: 0.27 	ga6: 0.53 	gb0: 0.47 	gb1: 0.66 	gb2: 0.43 	gb3: 0.72 	gb4: 0.73 	gb5: -0.12 	gb6: 0.64 	gb7: -0.17 	gb8: -2.43 	gb9: -0.41
			Robot 9 	f: -102.43 	mf: -15.00 	ga0: 0.33 	ga1: 2.09 	ga2: 0.20 	ga3: 0.09 	ga4: 0.12 	ga5: 0.03 	ga6: 0.43 	gb0: 0.63 	gb1: 0.41 	gb2: 0.53 	gb3: 0.48 	gb4: 0.63 	gb5: 2.06 	gb6: -1.18 	gb7: 1.42 	gb8: 2.09 	gb9: -0.44
			Robot 10 	f: 12.67 	mf: 8.20 	ga0: 0.65 	ga1: 0.68 	ga2: 0.14 	ga3: 0.06 	ga4: 0.10 	ga5: 0.03 	ga6: 0.55 	gb0: 0.33 	gb1: 0.76 	gb2: 0.43 	gb3: 0.58 	gb4: 0.78 	gb5: 0.63 	gb6: -2.21 	gb7: -1.28 	gb8: -0.02 	gb9: -2.06
			Robot 11 	f: -0.32 	mf: -9.20 	ga0: 0.62 	ga1: 1.10 	ga2: 0.20 	ga3: 0.03 	ga4: 0.18 	ga5: 0.26 	ga6: 0.54 	gb0: 0.28 	gb1: 0.48 	gb2: 0.30 	gb3: 0.46 	gb4: 0.72 	gb5: 2.99 	gb6: -0.71 	gb7: 0.71 	gb8: -1.83 	gb9: -0.36
			Robot 12 	f: 26.75 	mf: 71.60 	ga0: 0.65 	ga1: 1.13 	ga2: 0.10 	ga3: 0.02 	ga4: 0.05 	ga5: 0.03 	ga6: 0.44 	gb0: 0.30 	gb1: 0.64 	gb2: 0.31 	gb3: 0.57 	gb4: 0.62 	gb5: 1.00 	gb6: -0.07 	gb7: 1.64 	gb8: -0.85 	gb9: -0.96
			Robot 13 	f: -73.86 	mf: -5.80 	ga0: 0.82 	ga1: 2.59 	ga2: 0.34 	ga3: 0.20 	ga4: 0.04 	ga5: 0.22 	ga6: 0.51 	gb0: 0.41 	gb1: 0.52 	gb2: 0.25 	gb3: 0.50 	gb4: 0.38 	gb5: -0.17 	gb6: -1.57 	gb7: 0.50 	gb8: 1.65 	gb9: -1.68
			Robot 14 	f: -2050.39 	mf: -406.60 	ga0: 0.63 	ga1: 1.34 	ga2: 0.13 	ga3: 0.14 	ga4: 0.25 	ga5: 0.15 	ga6: 0.54 	gb0: 0.50 	gb1: 0.45 	gb2: 0.24 	gb3: 0.54 	gb4: 0.31 	gb5: 1.46 	gb6: -2.65 	gb7: -0.11 	gb8: 0.96 	gb9: -1.21
		Population 8
			Robot 0 	f: 127.04 	mf: 39.20 	ga0: 0.49 	ga1: 1.56 	ga2: 0.15 	ga3: 0.03 	ga4: 0.11 	ga5: 0.12 	ga6: 0.62 	gb0: 0.48 	gb1: 0.36 	gb2: 0.54 	gb3: 0.34 	gb4: 0.60 	gb5: -1.89 	gb6: -3.04 	gb7: -1.33 	gb8: 1.73 	gb9: -2.45
			Robot 1 	f: 32.18 	mf: -466.80 	ga0: 0.65 	ga1: 1.04 	ga2: 0.07 	ga3: 0.30 	ga4: 0.05 	ga5: 0.15 	ga6: 0.47 	gb0: 0.70 	gb1: 0.45 	gb2: 0.39 	gb3: 0.54 	gb4: 0.46 	gb5: 0.88 	gb6: 1.99 	gb7: -0.84 	gb8: -0.36 	gb9: -0.35
			Robot 2 	f: -1861.03 	mf: -315.60 	ga0: 0.67 	ga1: 1.12 	ga2: 0.17 	ga3: 0.10 	ga4: 0.17 	ga5: 0.25 	ga6: 0.45 	gb0: 0.50 	gb1: 0.41 	gb2: 0.50 	gb3: 0.66 	gb4: 0.55 	gb5: 2.11 	gb6: -1.42 	gb7: 2.29 	gb8: -1.55 	gb9: -1.74
			Robot 3 	f: 68.76 	mf: 29.80 	ga0: 0.73 	ga1: 1.22 	ga2: 0.30 	ga3: 0.02 	ga4: 0.06 	ga5: 0.04 	ga6: 0.54 	gb0: 0.28 	gb1: 0.41 	gb2: 0.68 	gb3: 0.33 	gb4: 0.58 	gb5: 0.40 	gb6: 0.43 	gb7: 2.60 	gb8: -1.58 	gb9: 1.14
			Robot 4 	f: -1421.96 	mf: -265.40 	ga0: 0.68 	ga1: 0.55 	ga2: 0.46 	ga3: 0.08 	ga4: 0.16 	ga5: 0.11 	ga6: 0.41 	gb0: 0.47 	gb1: 0.26 	gb2: 0.61 	gb3: 0.36 	gb4: 0.53 	gb5: -2.33 	gb6: -0.05 	gb7: -0.48 	gb8: -0.51 	gb9: -0.27
			Robot 5 	f: 0.35 	mf: 3.20 	ga0: 0.67 	ga1: 1.70 	ga2: 0.42 	ga3: 0.05 	ga4: 0.26 	ga5: 0.34 	ga6: 0.43 	gb0: 0.33 	gb1: 0.39 	gb2: 0.15 	gb3: 0.54 	gb4: 0.30 	gb5: 0.92 	gb6: -1.96 	gb7: 1.50 	gb8: 1.98 	gb9: -2.13
			Robot 6 	f: 4.09 	mf: 33.60 	ga0: 0.87 	ga1: 1.18 	ga2: 0.18 	ga3: 0.20 	ga4: 0.26 	ga5: 0.05 	ga6: 0.49 	gb0: 0.24 	gb1: 0.70 	gb2: 0.56 	gb3: 0.41 	gb4: 0.59 	gb5: 1.39 	gb6: 0.62 	gb7: -1.75 	gb8: -1.95 	gb9: -1.23
			Robot 7 	f: 13.56 	mf: 18.20 	ga0: 0.69 	ga1: 1.12 	ga2: 0.22 	ga3: 0.08 	ga4: 0.20 	ga5: 0.03 	ga6: 0.59 	gb0: 0.35 	gb1: 0.39 	gb2: 0.23 	gb3: 0.39 	gb4: 0.52 	gb5: 2.22 	gb6: 1.47 	gb7: 2.49 	gb8: 1.36 	gb9: 1.44
			Robot 8 	f: 5.34 	mf: -549.60 	ga0: 0.66 	ga1: 1.50 	ga2: 0.15 	ga3: 0.08 	ga4: 0.09 	ga5: 0.15 	ga6: 0.48 	gb0: 0.40 	gb1: 0.79 	gb2: 0.20 	gb3: 0.68 	gb4: 0.68 	gb5: 2.47 	gb6: 2.42 	gb7: 2.60 	gb8: -1.62 	gb9: 0.65
			Robot 9 	f: 34.39 	mf: -8.20 	ga0: 0.33 	ga1: 2.09 	ga2: 0.20 	ga3: 0.09 	ga4: 0.12 	ga5: 0.03 	ga6: 0.43 	gb0: 0.63 	gb1: 0.41 	gb2: 0.53 	gb3: 0.48 	gb4: 0.63 	gb5: 2.06 	gb6: -1.18 	gb7: 1.42 	gb8: 2.09 	gb9: -0.44
			Robot 10 	f: 16.50 	mf: 11.40 	ga0: 0.65 	ga1: 0.91 	ga2: 0.12 	ga3: 0.04 	ga4: 0.22 	ga5: 0.10 	ga6: 0.70 	gb0: 0.62 	gb1: 0.55 	gb2: 0.60 	gb3: 0.48 	gb4: 0.79 	gb5: -1.96 	gb6: 0.46 	gb7: 0.71 	gb8: -2.28 	gb9: 0.49
			Robot 11 	f: 6.49 	mf: -8.00 	ga0: 0.64 	ga1: 1.12 	ga2: 0.15 	ga3: 0.03 	ga4: 0.11 	ga5: 0.24 	ga6: 0.49 	gb0: 0.19 	gb1: 0.33 	gb2: 0.20 	gb3: 0.26 	gb4: 0.35 	gb5: 0.89 	gb6: -1.31 	gb7: 0.43 	gb8: -2.62 	gb9: -0.17
			Robot 12 	f: 25.86 	mf: 76.60 	ga0: 0.65 	ga1: 1.13 	ga2: 0.10 	ga3: 0.02 	ga4: 0.05 	ga5: 0.03 	ga6: 0.44 	gb0: 0.30 	gb1: 0.64 	gb2: 0.31 	gb3: 0.57 	gb4: 0.62 	gb5: 1.00 	gb6: -0.07 	gb7: 1.64 	gb8: -0.85 	gb9: -0.96
			Robot 13 	f: 59.63 	mf: 6.00 	ga0: 0.82 	ga1: 2.59 	ga2: 0.34 	ga3: 0.20 	ga4: 0.04 	ga5: 0.22 	ga6: 0.51 	gb0: 0.41 	gb1: 0.52 	gb2: 0.25 	gb3: 0.50 	gb4: 0.38 	gb5: -0.17 	gb6: -1.57 	gb7: 0.50 	gb8: 1.65 	gb9: -1.68
			Robot 14 	f: 0.95 	mf: -406.60 	ga0: 0.64 	ga1: 2.62 	ga2: 0.12 	ga3: 0.12 	ga4: 0.20 	ga5: 0.09 	ga6: 0.67 	gb0: 0.57 	gb1: 0.39 	gb2: 0.15 	gb3: 0.55 	gb4: 0.31 	gb5: 2.23 	gb6: -2.64 	gb7: 2.51 	gb8: 0.99 	gb9: -1.45
		Population 9
			Robot 0 	f: -0.54 	mf: 39.20 	ga0: 0.49 	ga1: 1.56 	ga2: 0.15 	ga3: 0.03 	ga4: 0.11 	ga5: 0.12 	ga6: 0.62 	gb0: 0.48 	gb1: 0.36 	gb2: 0.54 	gb3: 0.34 	gb4: 0.60 	gb5: -1.89 	gb6: -3.04 	gb7: -1.33 	gb8: 1.73 	gb9: -2.45
			Robot 1 	f: 10.95 	mf: -464.80 	ga0: 0.65 	ga1: 1.04 	ga2: 0.07 	ga3: 0.30 	ga4: 0.05 	ga5: 0.15 	ga6: 0.47 	gb0: 0.70 	gb1: 0.45 	gb2: 0.39 	gb3: 0.54 	gb4: 0.46 	gb5: 0.88 	gb6: 1.99 	gb7: -0.84 	gb8: -0.36 	gb9: -0.35
			Robot 2 	f: 151.98 	mf: -285.40 	ga0: 0.67 	ga1: 1.12 	ga2: 0.17 	ga3: 0.10 	ga4: 0.17 	ga5: 0.25 	ga6: 0.45 	gb0: 0.50 	gb1: 0.41 	gb2: 0.50 	gb3: 0.66 	gb4: 0.55 	gb5: 2.11 	gb6: -1.42 	gb7: 2.29 	gb8: -1.55 	gb9: -1.74
			Robot 3 	f: 10.66 	mf: 31.80 	ga0: 0.73 	ga1: 1.22 	ga2: 0.30 	ga3: 0.02 	ga4: 0.06 	ga5: 0.04 	ga6: 0.54 	gb0: 0.28 	gb1: 0.41 	gb2: 0.68 	gb3: 0.33 	gb4: 0.58 	gb5: 0.40 	gb6: 0.43 	gb7: 2.60 	gb8: -1.58 	gb9: 1.14
